applicant_id,gender,region_tier,age_band,age,education,employment_type,monthly_income_declared,loan_amount_requested,loan_tenure_months,loan_purpose,emi_to_income,is_new_to_credit,bureau_score,credit_history_months,num_existing_loans,enquiries_6m,upi_txn_count_3m,upi_inflow_median,upi_inflow_cv,upi_merchant_diversity,avg_balance_3m,days_balance_below_500,salary_regularity,mobile_tenure_months,recharge_regularity,utility_ontime_ratio,sim_changes_12m,default_12m
APP0024658,male,tier3,51+,52,upto_secondary,gig_worker,5800.0,39900.0,24,two_wheeler,0.3354,1,,,0,2,58,1836.7,1.0355,7,1244.37,35,0.1259,69.0,0.1047,0.7717,1,1
APP0024698,male,metro,31-40,34,graduate,agri,6500.0,41700.0,12,two_wheeler,0.6255,1,,,0,4,62,1048.16,0.5654,14,1070.02,42,0.1959,14.0,0.1244,0.2614,1,0
APP0024829,male,tier2,31-40,31,higher_secondary,salaried_informal,7000.0,38500.0,24,business_working_capital,0.2681,1,,,0,1,42,1343.51,1.1168,9,1729.9,59,0.0,43.0,0.5562,0.7875,1,0
APP0025041,male,tier3,21-30,28,upto_secondary,agri,7100.0,33500.0,12,two_wheeler,0.46,0,483.0,42.0,2,1,67,1031.61,1.0342,17,1766.35,27,0.2937,19.0,0.0267,0.1005,1,1
APP0025196,female,tier3,31-40,37,upto_secondary,self_employed,7000.0,42500.0,12,consumer_durable,0.592,0,624.0,32.0,2,2,48,1362.55,1.3602,9,2449.8,25,0.4217,68.0,0.4585,0.8875,1,1
APP0025297,female,tier2,31-40,31,graduate,salaried_informal,12600.0,96200.0,6,education,1.4888,1,,,0,2,44,2338.81,0.7726,13,1760.9,22,0.6516,80.0,0.6037,0.4876,1,1
APP0025377,female,rural,21-30,28,graduate,gig_worker,7100.0,12700.0,24,business_working_capital,0.0872,1,,,0,0,50,1867.32,1.2333,9,1617.93,29,0.282,55.0,0.3518,0.4945,1,0
APP0025494,male,tier2,31-40,34,higher_secondary,self_employed,12700.0,18900.0,24,two_wheeler,0.0725,0,611.0,27.0,2,1,67,3575.24,0.3372,11,4955.09,8,0.9651,29.0,0.1449,0.69,0,0
APP0025533,male,tier2,31-40,40,graduate,salaried_informal,10400.0,43900.0,24,medical,0.2058,1,,,0,2,56,1992.19,0.2599,12,1297.43,10,0.9586,32.0,0.6948,0.7567,0,0
APP0025579,male,metro,31-40,33,higher_secondary,gig_worker,6400.0,38400.0,12,education,0.585,1,,,0,2,40,1702.49,1.2558,14,576.69,39,0.0,48.0,0.4585,0.6138,0,1
APP0025754,male,tier2,41-50,45,higher_secondary,salaried_formal,22800.0,36700.0,12,two_wheeler,0.1569,0,708.0,43.0,0,2,76,2785.24,0.0515,18,4364.35,8,0.8917,31.0,0.1098,0.3076,0,0
APP0025841,male,tier3,31-40,36,postgraduate,agri,8200.0,29600.0,18,two_wheeler,0.2346,0,490.0,55.0,2,1,46,1807.77,0.7189,10,1182.44,30,0.2092,19.0,0.0,0.0173,0,1
APP0025969,male,tier2,41-50,41,upto_secondary,salaried_informal,6600.0,43700.0,36,education,0.2152,1,,,0,0,53,1212.04,1.3699,7,708.66,43,0.0554,74.0,0.6237,0.7559,0,0
APP0026142,female,tier2,21-30,30,graduate,self_employed,10600.0,39800.0,36,business_working_capital,0.122,1,,,0,0,58,1528.59,0.6248,17,2030.21,17,0.4636,9.0,0.1906,0.8017,1,0
APP0026158,female,tier2,31-40,32,higher_secondary,salaried_informal,9500.0,53200.0,12,consumer_durable,0.546,1,,,0,3,59,2902.44,0.9235,7,2020.56,30,0.2285,25.0,0.5832,0.7108,0,0
APP0026168,female,tier2,31-40,39,higher_secondary,salaried_formal,19100.0,175000.0,12,two_wheeler,0.8933,0,620.0,56.0,3,0,61,4149.67,0.8238,18,9855.06,5,0.603,19.0,0.5133,0.3936,1,1
APP0026195,female,tier2,41-50,44,graduate,salaried_formal,50600.0,263400.0,24,two_wheeler,0.2538,1,,,0,0,89,14165.33,0.05,22,14709.89,5,0.7882,28.0,0.2022,0.0342,0,0
APP0026262,female,rural,21-30,29,postgraduate,gig_worker,5000.0,45900.0,12,business_working_capital,0.895,0,349.0,70.0,2,1,39,1776.92,1.6,8,2064.1,45,0.2322,51.0,0.3164,0.4956,1,1
APP0026271,male,tier3,21-30,29,upto_secondary,agri,6400.0,26600.0,12,business_working_capital,0.4052,1,,,0,0,46,1200.5,1.198,8,736.59,39,0.0,35.0,0.7959,1.0,0,0
APP0026396,female,tier3,31-40,37,higher_secondary,agri,5000.0,19600.0,12,education,0.3822,1,,,0,1,65,1280.57,0.9833,12,595.98,36,0.2311,52.0,0.4296,1.0,0,0
APP0026414,male,tier3,21-30,30,upto_secondary,agri,5800.0,43000.0,24,consumer_durable,0.3614,1,,,0,1,45,1059.71,0.4431,4,1189.93,53,0.0,31.0,0.0585,0.1362,1,1
APP0026857,female,metro,41-50,43,higher_secondary,salaried_informal,8000.0,50200.0,36,two_wheeler,0.2039,1,,,0,3,51,2167.49,1.1267,8,1176.68,23,0.1768,46.0,0.2827,0.2724,0,0
APP0026887,male,rural,21-30,28,graduate,salaried_informal,6800.0,46300.0,18,consumer_durable,0.4426,1,,,0,1,41,1569.37,1.0096,8,541.32,34,0.1994,16.0,0.1305,0.3007,0,1
APP0026962,female,tier2,21-30,29,higher_secondary,self_employed,10900.0,52400.0,24,two_wheeler,0.2344,0,641.0,42.0,1,1,69,3593.88,0.3191,14,2229.18,11,0.2716,45.0,0.0,0.2875,4,0
APP0026966,female,metro,41-50,45,upto_secondary,salaried_informal,10500.0,168200.0,12,consumer_durable,1.5619,1,,,0,1,55,3507.72,0.7303,10,1662.14,20,0.2697,48.0,0.3366,0.0342,1,1
APP0026972,male,metro,31-40,35,upto_secondary,salaried_informal,14500.0,66000.0,6,business_working_capital,0.8876,0,611.0,47.0,2,1,46,3205.65,0.7578,10,3679.38,27,0.2663,60.0,0.6051,0.4494,1,1
APP0027039,female,tier2,31-40,39,graduate,gig_worker,6400.0,7900.0,6,business_working_capital,0.2407,0,486.0,30.0,1,3,56,926.81,0.938,10,396.3,32,0.5792,31.0,0.3351,0.2241,2,0
APP0027130,female,metro,21-30,24,higher_secondary,salaried_formal,32800.0,82200.0,6,business_working_capital,0.4887,1,,,0,1,70,11574.32,0.05,17,16459.79,3,1.0,25.0,1.0,0.7831,1,0
APP0027136,female,metro,31-40,31,upto_secondary,gig_worker,7500.0,34300.0,12,business_working_capital,0.4459,1,,,0,3,51,1224.31,0.6944,16,2874.08,17,0.4726,25.0,0.6071,0.2208,1,1
APP0027194,male,tier2,21-30,30,graduate,self_employed,8100.0,22900.0,12,business_working_capital,0.2756,0,609.0,39.0,0,2,52,938.55,1.1437,13,1238.07,36,0.0,35.0,0.6162,0.4569,2,1
APP0027280,male,tier3,31-40,33,upto_secondary,self_employed,7200.0,38100.0,18,consumer_durable,0.344,1,,,0,0,50,1027.02,0.8592,7,677.7,48,0.3904,62.0,0.6846,0.8481,0,0
APP0027320,female,tier3,31-40,33,graduate,gig_worker,5000.0,24600.0,18,consumer_durable,0.3198,0,591.0,9.0,1,3,51,1360.73,0.7262,9,640.99,28,0.151,40.0,0.5672,0.2706,1,1
APP0027427,male,tier2,21-30,26,higher_secondary,agri,7000.0,11600.0,12,two_wheeler,0.1616,1,,,0,0,46,1808.77,1.1513,7,890.47,48,0.2038,29.0,0.4512,0.7547,2,1
APP0027625,female,rural,31-40,37,graduate,salaried_informal,10200.0,59800.0,12,two_wheeler,0.5716,0,616.0,27.0,1,0,65,1625.6,0.6949,10,2403.52,10,1.0,39.0,0.4779,0.8345,0,0
APP0027652,female,rural,41-50,44,higher_secondary,salaried_informal,6200.0,26100.0,24,consumer_durable,0.2052,1,,,0,3,54,1783.31,0.7431,11,1071.87,26,0.1169,18.0,0.9829,0.5921,1,0
APP0027719,female,metro,21-30,27,higher_secondary,salaried_informal,5000.0,14900.0,18,business_working_capital,0.1937,0,482.0,61.0,0,1,49,1826.92,0.5291,12,1496.5,29,0.1169,80.0,0.8351,0.4497,1,1
APP0027795,female,metro,31-40,33,higher_secondary,self_employed,6600.0,13700.0,18,consumer_durable,0.1349,0,588.0,72.0,0,1,49,928.21,0.7526,7,1081.99,34,0.4737,34.0,0.6327,0.5683,0,1
APP0027832,female,rural,41-50,49,higher_secondary,salaried_informal,18600.0,138400.0,12,business_working_capital,0.7255,0,752.0,27.0,3,2,55,2896.03,0.184,17,5703.42,17,0.6102,51.0,0.991,1.0,0,0
APP0028005,female,rural,31-40,34,higher_secondary,salaried_informal,13900.0,55500.0,6,education,0.7786,1,,,0,2,59,2590.18,0.6542,17,2299.47,22,0.4689,15.0,0.9113,0.8051,0,1
APP0028011,male,rural,41-50,48,graduate,salaried_informal,8700.0,55000.0,18,two_wheeler,0.4109,0,577.0,66.0,1,0,56,1236.11,0.8583,11,1417.83,33,0.437,15.0,0.4278,0.4066,1,0
APP0028077,male,rural,51+,52,upto_secondary,self_employed,12900.0,24500.0,24,two_wheeler,0.0926,0,764.0,68.0,3,2,50,2527.74,0.2665,16,1254.37,23,0.6155,64.0,0.4646,1.0,0,0
APP0028123,male,rural,31-40,35,postgraduate,agri,7500.0,27700.0,6,consumer_durable,0.7202,1,,,0,1,48,900.92,0.9812,14,877.6,27,0.3862,61.0,0.0,0.1948,0,1
APP0028162,female,tier3,31-40,32,graduate,salaried_formal,33600.0,188100.0,24,medical,0.2729,0,858.0,13.0,3,0,67,10498.6,0.458,18,12174.11,7,1.0,100.0,0.8015,0.8577,0,0
APP0028486,male,metro,31-40,34,higher_secondary,salaried_formal,22300.0,129100.0,12,consumer_durable,0.5645,0,774.0,15.0,0,4,60,2533.25,0.5278,8,3108.79,18,0.6146,38.0,0.8251,0.7677,0,0
APP0028505,male,tier2,21-30,26,upto_secondary,salaried_informal,11300.0,111200.0,12,business_working_capital,0.9595,1,,,0,0,57,2864.63,0.9379,12,1033.44,23,0.4044,12.0,0.3346,0.6637,1,0
APP0028643,male,rural,21-30,22,upto_secondary,salaried_informal,15500.0,51300.0,6,medical,0.6454,1,,,0,2,60,3638.86,1.0929,15,4272.17,23,0.5451,59.0,0.0,0.4307,1,1
APP0028715,male,rural,31-40,34,higher_secondary,gig_worker,8700.0,40500.0,12,business_working_capital,0.4539,1,,,0,0,67,1676.29,0.6538,18,1249.3,17,0.4084,28.0,0.5823,0.7076,1,0
APP0028790,female,metro,31-40,34,upto_secondary,gig_worker,11100.0,51300.0,12,two_wheeler,0.4506,1,,,0,2,61,2659.56,0.8032,11,2939.96,17,0.318,44.0,0.5596,0.8263,1,0
APP0028791,female,metro,41-50,43,higher_secondary,salaried_informal,8400.0,30200.0,18,education,0.2337,1,,,0,2,64,1212.85,0.7902,14,1637.75,22,0.6599,36.0,0.5914,0.5548,0,0
APP0028952,female,tier3,21-30,26,upto_secondary,self_employed,5500.0,42200.0,12,consumer_durable,0.7481,1,,,0,3,52,879.1,0.5614,7,550.42,26,0.4437,44.0,0.0,0.4614,0,1
APP0029150,male,tier2,31-40,36,postgraduate,self_employed,5800.0,30400.0,36,business_working_capital,0.1703,0,462.0,6.0,2,3,47,772.52,0.8562,6,589.02,46,0.0,38.0,0.3617,0.5389,1,1
APP0029172,female,metro,41-50,46,higher_secondary,salaried_informal,11400.0,43500.0,6,medical,0.7441,0,557.0,31.0,1,0,71,2348.4,0.5759,20,1557.72,14,0.5768,56.0,0.3875,0.5913,0,1
APP0029206,female,metro,31-40,38,upto_secondary,salaried_informal,8900.0,27400.0,12,consumer_durable,0.3002,1,,,0,2,54,2654.26,0.3812,11,1031.33,20,0.6162,105.0,0.268,0.5825,0,1
APP0029398,female,metro,21-30,29,graduate,salaried_informal,11500.0,82100.0,24,business_working_capital,0.348,0,627.0,44.0,2,2,70,2851.12,0.6235,9,2236.93,17,0.2076,37.0,0.3857,0.0855,0,1
APP0029436,female,metro,31-40,39,upto_secondary,gig_worker,5900.0,22500.0,36,business_working_capital,0.1239,0,492.0,45.0,1,1,53,1278.69,0.6641,13,979.82,24,0.575,31.0,0.4245,0.2291,1,0
APP0029588,male,tier2,21-30,29,graduate,salaried_informal,13000.0,66600.0,24,medical,0.2498,0,570.0,19.0,0,2,50,3096.51,1.4698,11,3542.94,24,0.0,6.0,0.1196,0.2462,1,0
APP0029697,female,metro,21-30,26,higher_secondary,self_employed,5200.0,23800.0,12,business_working_capital,0.4462,1,,,0,3,38,1611.92,1.1927,9,1512.36,27,0.1933,26.0,0.3356,0.2415,0,1
APP0029725,female,rural,21-30,26,higher_secondary,salaried_informal,5900.0,45100.0,12,medical,0.7453,0,508.0,50.0,0,3,49,1733.39,1.1703,9,1002.36,35,0.2066,28.0,0.3285,0.5272,0,1
APP0029756,female,metro,31-40,31,upto_secondary,agri,5700.0,26200.0,12,business_working_capital,0.4482,1,,,0,1,45,1834.75,0.8391,3,766.12,38,0.4998,9.0,0.6709,1.0,0,0
APP0029850,female,tier2,31-40,31,graduate,gig_worker,5000.0,24100.0,18,consumer_durable,0.3133,1,,,0,1,59,913.41,0.378,10,968.83,24,0.1178,19.0,0.0,0.0,2,1
APP0029944,male,tier3,21-30,29,higher_secondary,salaried_formal,22400.0,73100.0,36,two_wheeler,0.1061,0,544.0,62.0,0,2,58,3738.82,0.46,17,8608.63,12,0.9967,34.0,0.0,0.3732,2,0
APP0029963,male,tier2,31-40,38,graduate,gig_worker,5000.0,40900.0,6,business_working_capital,1.5951,1,,,0,3,49,1813.97,0.8195,13,1003.17,41,0.1352,31.0,0.4772,0.7248,1,1
